,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
374,Conradt,-0.15515,1.15028,999.86665,-100.38275,-2.53062,Alfvensalen,-2.08843,-0.36477,5475.72152,-89185.78853,True,False,-57.82438
375,Maki,2.75389,-1.80475,999.91797,-100.28162,3.97045,Biblioteket,-0.94905,0.82030,5474.97701,-89186.51225,True,False,87.65338
376,Maki,0.20188,0.84876,999.87543,-100.39838,-1.86728,7-11,0.23593,-0.60310,5480.12298,-89186.24546,True,False,-39.96820
377,Sturm,-0.94012,1.99059,999.81066,-100.60055,-4.37929,Entré,-0.16183,-0.42650,5473.69062,-89187.82883,True,False,-97.10078
378,Sturm,0.39692,0.54261,999.95153,-100.15345,-1.19375,7-11,-0.61332,1.37311,5474.77532,-89182.71978,True,False,-30.17830
379,Maki,1.79949,-0.74213,999.90976,-100.30778,1.63269,Entré,-0.79694,-0.20322,5477.73377,-89185.23922,True,False,39.92946
380,Maki,1.66399,-0.60579,999.89723,-100.34423,1.33274,Entré,-0.57712,1.02212,5475.18972,-89185.15073,True,False,33.14801
381,Maki,2.00796,-0.88385,999.73261,-100.78612,1.94447,Biblioteket,2.05564,-0.98402,5476.97481,-89185.97894,True,False,50.26444
382,Conradt,1.20667,-0.20600,999.88214,-100.39653,0.45321,Alfvensalen,-1.15761,-0.28795,5477.06763,-89184.20218,True,False,10.27472
383,Sturm,2.15208,-1.32813,999.82856,-100.53341,2.92188,Biblioteket,-0.74933,1.35054,5474.49282,-89187.43064,True,False,57.51842
384,Conradt,2.26038,-1.02755,999.87590,-100.38865,2.26060,Syster och Bro,0.09792,2.90467,5476.38869,-89189.07115,True,False,62.95686
385,Maki,1.21334,-0.26107,999.95801,-100.14436,0.57436,7-11,0.35456,0.23832,5477.81025,-89185.56516,True,False,10.64583
386,Conradt,1.43158,-0.22762,999.84186,-100.46660,0.50077,Lindstedvägen 24,-0.98506,0.06675,5474.16054,-89184.67331,True,False,21.49970
387,Sturm,-0.60263,1.60875,999.91229,-100.28386,-3.53926,Entré,-0.31863,2.29592,5474.55644,89185.98660,True,False,-80.17514
388,Sturm,0.84985,-0.05950,999.72283,-100.85702,0.13090,Entré,-0.88851,3.31871,5473.43752,-89184.22707,True,False,-7.64619
389,Sturm,1.00057,0.14495,999.95307,-100.17919,-0.31889,Östra Station,0.06273,0.56023,5474.58875,-89184.98160,True,False,0.00512
390,Maki,3.01929,-2.13857,999.79178,-100.64376,4.70485,Biblioteket,-0.92127,-0.04341,5471.51787,-89184.63828,True,False,100.86056
391,Sturm,0.11202,0.96841,999.67700,-100.92909,-2.13050,7-11,-0.04766,0.88809,5474.00874,-89186.78349,True,False,-44.56030
392,Sturm,1.08088,-0.17413,999.80434,-100.62495,0.38308,Lindstedvägen 24,0.51074,2.22042,5473.31114,-89184.01548,True,False,3.94603
393,Sturm,1.33848,-0.47119,999.81963,-100.55270,1.03662,Entré,-0.45802,1.75346,5474.90164,-89187.76772,True,False,16.83391
394,Maki,1.59961,-0.63249,999.77970,-100.66438,1.39148,Syster och Bro,0.86240,1.18810,5477.34651,-89188.08865,True,False,29.87049
395,Sturm,0.95371,0.06016,999.77093,-100.68927,-0.13235,Lindstedvägen 24,-0.02269,0.42744,5472.19962,-89184.78114,True,False,-2.42928
396,Maki,0.06648,1.07512,999.95520,-100.16141,-2.36527,Lindstedvägen 24,0.17451,0.76393,5474.85720,-89185.95818,True,False,-46.69823
397,Maki,-0.05099,0.92083,999.94481,-100.18103,-2.02582,Alfvensalen,0.06596,-2.23538,5472.89487,-89185.35621,True,False,-52.57699
398,Sturm,-1.52028,2.55824,999.83120,-100.49663,-5.62813,Biblioteket,-1.87705,2.46841,5477.85580,-89186.13872,True,False,-126.09841
399,Conradt,0.32473,0.46872,999.79883,-100.59576,-1.03118,7-11,0.76260,-0.49066,5475.79187,-89183.18147,True,False,-33.86391
400,Sturm,0.33875,0.77622,999.80416,-100.56218,-1.70767,Östra Station,-0.58118,0.29517,5475.18319,-89184.62540,True,False,-33.16050
401,Sturm,0.08658,0.84599,999.91763,-100.30499,-1.86119,7-11,-0.12059,0.24848,5473.85194,-89186.33883,True,False,-45.71224
402,Sturm,1.53058,-0.55732,999.79691,-100.67292,1.22611,Syster och Bro,0.21437,-1.00802,5472.61970,-89185.40729,True,False,26.42768
403,Sturm,1.44035,-0.53509,999.96103,-100.18663,1.17719,Alfvensalen,2.79377,0.57897,5475.74633,-89187.29679,True,False,21.99808
404,Maki,2.21263,-1.07568,999.89182,-100.35868,2.36649,Syster och Bro,-1.06856,1.19153,5479.28347,-89185.29399,True,False,60.57752
405,Conradt,-0.02585,1.05313,999.77924,-100.70007,-2.31688,Östra Station,2.23665,0.36212,5479.08732,-89188.64324,True,False,-51.40288
406,Conradt,1.61688,-0.67922,999.90098,-100.28896,1.49428,Entré,0.07331,0.00680,5477.68397,-89185.41391,True,False,30.79442
407,Maki,2.59485,-1.48321,999.90007,-100.32128,3.26307,Biblioteket,0.67646,-0.94781,5476.94856,-89184.78117,True,False,79.69251
408,Sturm,0.91450,0.08755,999.78858,-100.66837,-0.19262,Alfvensalen,-1.66685,0.50479,5472.60761,-89186.37240,True,False,-4.38060
409,Sturm,0.98499,-0.00184,999.70118,-100.87796,0.00405,Entré,-0.99044,0.85162,5472.85485,-89187.27088,True,False,-0.89992
410,Conradt,-0.50847,1.75947,999.90708,-100.30794,-3.87083,Syster och Brö,0.25237,2.12541,5476.87320,-89184.49031,True,False,-75.46978
411,Conradt,0.91314,0.26383,999.91223,-100.27903,-0.58042,Östra Station,0.30513,0.92580,5476.07487,-89186.72191,True,False,-4.38695
412,Sturm,1.89529,-0.84930,999.83884,-100.52674,1.86845,Syster och Bro,-1.84243,1.20375,5472.84435,-89184.50171,True,False,44.68384
413,Sturm,0.18416,0.97855,999.84934,-100.51632,-2.15282,7-11,2.71836,-0.91168,5473.82661,-89186.55404,True,False,-40.86742
414,Sturm,0.57097,0.26583,999.68871,-100.89531,-0.58484,Lindstedvägen 24,-1.55970,2.03802,5474.04127,-89188.20371,True,False,-21.60722
415,Conradt,-0.13141,0.98873,999.89516,-100.32777,-2.17520,Alfvensalen,1.43750,0.38137,5474.19376,-89183.80649,True,False,-56.62304
416,Sturm,1.02828,-0.06999,999.83660,-100.54969,0.15399,Alfvensalen,-0.21105,-0.68016,5474.30844,-89186.19595,True,False,1.33223
417,Sturm,1.43928,-0.45286,999.80522,-100.61889,0.99630,Syster och Bro,-1.91320,-0.33528,5474.32056,-89181.82684,True,False,21.86682
418,Sturm,-0.33651,1.43743,999.84693,-100.44048,-3.16234,Lindstedvägen 24,-1.22195,-0.00100,5472.41747,-89186.49707,True,False,-66.90225
419,Maki,1.42197,-0.15732,999.98456,-100.06561,0.34610,7-11,-0.22731,0.42307,5476.26394,-89185.20465,True,False,21.09096
420,Sturm,1.60537,-0.58177,999.78795,-100.69244,1.27989,Syster och Bro,-1.03071,0.27094,5474.89620,-89186.54548,True,False,30.16252
421,Maki,-2.38365,3.48268,999.87658,-100.38945,-7.66190,Biblioteket,0.38148,0.06110,5474.55630,-89186.88748,True,False,-169.24432
422,Sturm,1.19712,-0.35413,999.95499,-100.21620,0.77909,Alfvensalen,-0.32034,-0.58306,5473.65938,-89186.84758,True,False,9.83325
423,Sturm,-0.04788,1.21722,999.74153,-100.74407,-2.67789,7-11,2.17795,-1.19967,5472.59556,-89186.66059,True,False,-52.52347
424,Conradt,1.31722,-0.30684,999.89862,-100.30411,0.67505,Alfvensalen,0.16468,-0.44769,5475.65199,-89186.36965,True,False,15.81050
425,Sturm,-0.10593,0.93885,999.82945,-100.53074,-2.06547,7-11,2.09326,-1.51546,5472.84186,-89185.80285,True,False,-55.38166
426,Maki,2.38110,-1.23527,999.91898,-100.26114,2.71759,Biblioteket,-0.60419,0.40130,5472.98918,-89185.66108,True,False,69.01430
427,Sturm,1.34972,-0.17407,999.74873,-100.74639,0.38295,Entré,0.88799,0.28215,5475.38090,-89186.32236,True,False,17.36014
428,Conradt,1.28025,-0.43731,999.89513,-100.31819,0.96208,Lindstedvägen 24,-0.50758,0.07364,5475.32512,-89184.77498,True,False,13.95991
429,Sturm,2.27534,-1.31754,999.85537,-100.49604,2.89860,Biblioteket,0.33906,-2.07862,5474.22337,-89184.47060,True,False,63.69493
430,Sturm,-0.08759,1.12944,999.66398,-101.01048,-2.48477,7-11,1.29756,0.30615,5473.21642,-89186.42256,True,False,-54.54765
431,Sturm,0.57403,0.27737,999.73731,-100.80756,-0.61022,Alfvensalen,-1.59759,-0.21400,5474.41864,-89187.42194,True,False,-21.42962
432,Sturm,2.20578,-0.93878,999.70903,-100.92764,2.06531,Biblioteket,0.08382,0.96261,5474.04039,-89184.60689,True,False,60.14366
433,Sturm,0.75856,0.22877,999.73087,-100.86931,-0.50329,Lindstedvägen 24,-0.86084,-0.92886,5473.45684,-89184.36536,True,False,-12.20633
434,Sturm,2.96896,-2.04188,999.69518,-100.94695,4.49214,Biblioteket,-0.42556,1.43855,5474.28247,-89187.35264,True,False,98.29539
435,Maki,-0.45589,1.46688,999.92563,-100.24417,-3.22714,Entré,0.87822,0.49496,5475.98903,-89186.06895,True,False,-72.83178
436,Conradt,1.16907,-0.19337,999.81621,-100.59650,0.42540,Lindstedvägen 24,-1.23313,-2.55989,5473.27857,-89185.19563,True,False,8.36170
437,Sturm,1.19059,-0.30929,999.67113,-100.99196,0.68043,Biblioteket,1.07231,-0.05406,5474.44756,-89186.84773,True,False,9.36487
438,Conradt,0.72113,0.36078,999.73336,-100.79666,-0.79372,Alfvensalen,-0.20309,0.03486,5474.29147,-89184.67571,True,False,-14.07672
439,Conradt,1.02357,0.11686,999.81723,-100.58275,-0.25710,Alfvensalen,1.46086,0.53697,5477.96302,-89189.04326,True,False,1.08699
440,Conradt,0.44940,0.55614,999.85090,-100.47317,-1.22351,Östra Station,0.48435,0.60253,5475.37149,-89186.19399,True,False,-27.60443
441,Maki,1.51589,-0.45925,999.93935,-100.21643,1.01035,Alfvensalen,-0.60287,0.44577,5474.24194,-89186.32708,True,False,25.76426
442,Sturm,-0.53809,1.72949,999.91363,-100.34522,-3.80487,Syster och Bro,-1.68503,0.61820,5472.11687,-89184.52213,True,False,-76.94780
443,Maki,0.76106,0.26851,999.81821,-100.56730,-0.59073,7-11,-1.08993,0.89723,5479.48598,-89185.29045,True,False,-12.03813
Natten går tunga fjät runt gård och stuva.
444,Conradt,2.34450,-1.32590,999.73937,-100.81353,2.91698,Biblioteket,1.38059,1.15998,5477.76894,-89188.51524,True,False,67.09473
445,Conradt,0.66169,0.46255,999.80624,-100.60988,-1.01760,7-11,1.28060,2.27588,5474.57140,-89186.73134,True,False,-17.01230
446,Conradt,0.55489,0.68186,999.84712,-100.49563,-1.50010,Östra Station,-0.60788,-3.64196,5472.70623,-89185.64812,True,False,-22.33206
447,Conradt,0.30198,0.59845,999.79089,-100.63491,-1.31659,7-11,1.24201,0.14012,5475.21612,-89188.09729,True,False,-35.00577
448,Sturm,0.88123,0.18267,999.89625,-100.38962,-0.40188,7-11,-1.41702,0.84006,5474.58805,-89185.58998,True,False,-5.99038
449,Conradt,1.99871,-1.13535,999.72764,-100.81409,2.49776,Biblioteket,-0.55067,0.45113,5475.82545,-89187.86521,True,False,49.79940
450,Conradt,0.23050,0.63965,999.73870,-100.80085,-1.40722,7-11,-0.97287,-1.29727,5475.09851,-89184.32393,True,False,-38.60557
451,Conradt,-0.52952,1.37514,999.70396,-100.90930,-3.02530,Östra Station,-0.11386,0.00459,5474.85692,-89186.19269,True,False,-76.62419
452,Maki,1.83394,-1.11135,999.95983,-100.14409,2.44497,Syster och Bro,-0.23914,0.50026,5474.46107,-89184.89116,True,False,41.67696
453,Conradt,1.49722,-0.56272,999.71543,-100.84609,1.23798,Biblioteket,0.11245,-0.76842,5474.30437,-89184.78161,True,False,24.71867
454,Sturm,1.41429,-0.48128,999.81728,-100.56212,1.05882,Entré,-1.52407,1.02180,5474.12668,-89187.79317,True,False,20.62299
455,Sturm,1.50188,-0.42656,999.86343,-100.41458,0.93843,Lindstedvägen 24,3.31986,-0.09318,5472.13677,-89184.86015,True,False,25.02578
456,Conradt,1.41275,-0.64657,999.75154,-100.73353,1.42246,Biblioteket,0.31605,0.42470,5478.64723,-89188.66483,True,False,20.51342
457,Sturm,0.52468,0.53810,999.73041,-100.81147,-1.18382,Alfvensalen,-0.98225,0.89027,5475.29288,-89185.33447,True,False,-23.90057
458,Conradt,2.74466,-1.75544,999.82545,-100.56623,3.86196,Biblioteket,-1.37217,1.03630,5474.37955,-89187.32824,True,False,87.14548
459,Conradt,0.96165,0.04856,999.71134,-100.86320,-0.10683,Entré,-1.58151,-0.85582,5472.42086,-89184.75923,True,False,-2.06200
460,Conradt,0.85771,0.01040,999.75843,-100.74789,-0.02289,Lindstedvägen 24,-0.60407,-0.00832,5474.24380,-89183.81242,True,False,-7.23518
461,Sturm,2.35306,-1.24789,999.71567,-100.86596,2.74536,Biblioteket,-0.47663,-0.05167,5473.09855,-89185.27811,True,False,67.51081
462,Maki,1.12566,-0.08784,999.74372,-100.76314,0.19324,Entré,-0.24899,-1.25783,5473.17925,-89184.89343,True,False,6.15492
463,Sturm,1.23551,-0.06859,999.68573,-100.91168,0.15090,Syster och Bro,0.68969,-1.55405,5473.09589,-89187.25790,True,False,11.61819
464,Maki,1.33640,-0.28695,999.75580,-100.73219,0.63129,Syster och Bro,0.64025,-0.80111,5473.53689,-89185.56141,True,False,16.69782
465,Sturm,0.88943,0.24749,999.63822,-101.08452,-0.54449,Entré,0.31764,-0.74649,5473.63703,-89187.12819,True,False,-5.70927
466,Sturm,0.47844,0.86748,999.89439,-100.33097,-1.90846,7-11,-0.94472,0.19992,5476.37578,-89186.81716,True,False,-26.13076
467,Maki,2.17880,-1.04121,999.81681,-100.55930,2.29065,Biblioteket,1.08490,1.17107,5474.29791,-89185.13521,True,False,58.84818
468,Sturm,1.05808,-0.16049,999.83586,-100.48413,0.35308,Alfvensalen,-1.40977,0.63420,5473.17121,-89185.15391,True,False,2.82208
469,Conradt,1.59000,-0.41060,999.79984,-100.64056,0.90333,Syster och Bro,-1.27996,0.03621,5473.81455,-89184.73747,True,False,29.39968
470,Sturm,1.22074,-0.20599,999.75346,-100.71902,0.45317,Entré,-1.13937,0.14197,5475.97162,-89187.15170,True,False,10.91370
471,Conradt,-0.79210,1.48696,999.87665,-100.35381,-3.27132,Lindstedvägen 24,1.67597,0.08447,5476.20132,-89183.61182,True,False,-89.66683
472,Sturm,0.83707,0.43988,999.69058,-100.93006,-0.96773,Alfvensalen,-1.74726,1.73593,5474.10924,-89188.97637,True,False,-8.30114
473,Sturm,0.74270,0.06783,999.67193,-100.96051,-0.14923,Entré,-0.51858,0.25329,5476.19052,-89187.60198,True,False,-13.02919
474,Conradt,0.66149,0.32985,999.85705,-100.45279,-0.72566,7-11,-3.81541,-2.99826,5475.01226,-89184.59962,True,False,-16.99692
475,Conradt,2.22552,-1.23241,999.75533,-100.71821,2.71129,Biblioteket,0.42932,0.43658,5476.39079,-89181.09945,True,False,61.15345
476,Sturm,0.22721,1.05233,999.80596,-100.65722,-2.31514,Östra Station,1.55977,-2.10254,5473.19550,-89184.43354,True,False,-38.73652
477,Sturm,1.31821,-0.09748,999.64950,-101.06564,0.21446,Syster och Bro,0.59462,-2.92598,5476.40192,-89186.96207,True,False,15.73546
478,Sturm,3.30640,-2.44188,999.84257,-100.47041,5.37213,Biblioteket,-0.85560,-2.95505,5473.10979,-89185.10503,True,False,115.24116
479,Sturm,0.69400,0.00819,999.72625,-100.83446,-0.01802,Entré,1.31867,-2.34716,5474.06321,-89186.32226,True,False,-15.43666
480,Sturm,1.31118,-0.41174,999.70044,-100.94258,0.90584,Biblioteket,1.46740,0.26584,5474.58557,-89184.64513,True,False,15.40926
481,Sturm,0.20217,0.86192,999.63065,-101.15611,-1.89623,Alfvensalen,1.20516,-2.03259,5472.35862,-89185.41377,True,False,-40.07612
482,Sturm,2.59497,-1.74071,999.84250,-100.49376,3.82957,Biblioteket,-0.51132,1.05566,5470.48873,-89185.33574,True,False,79.66955
483,Conradt,1.99761,-0.94603,999.73335,-100.77984,2.08127,Biblioteket,-1.22899,-0.53585,5479.42192,-89186.97769,True,False,49.74712
484,Sturm,1.92946,-0.73048,999.72312,-100.88779,1.60705,Biblioteket,-0.62145,2.36321,5469.13018,-89182.68456,True,False,46.33432
485,Sturm,1.35560,-0.09609,999.78619,-100.64189,0.21139,Lindstedvägen 24,-0.17001,0.85356,5472.22792,-89186.40530,True,False,17.67327
486,Sturm,1.19907,-0.41989,999.84716,-100.53713,0.92377,Entré,1.01055,-2.11292,5474.84315,-89185.00267,True,False,9.87731
487,Maki,0.68877,0.09654,999.84309,-100.48966,-0.21240,Alfvensalen,0.19696,-0.06612,5474.59185,-89186.31919,True,False,-15.64014
488,Conradt,2.39971,-1.32801,999.76810,-100.72139,2.92163,Biblioteket,-1.09928,-2.65945,5478.07175,-89189.53029,True,False,69.86953
489,Conradt,1.90827,-0.71377,999.87131,-100.41747,1.57030,Syster och Bro,1.98280,0.19837,5476.09440,-89182.65837,True,False,45.34918
490,Sturm,0.50644,0.10585,999.89794,-100.34740,-0.23286,7-11,-0.92361,0.97925,5471.24610,-89188.03422,True,False,-24.72896
491,Maki,1.03332,0.04687,999.72222,-100.84083,-0.10311,Entré,-0.13434,-0.57842,5478.76472,-89186.86822,True,False,1.52710
492,Sturm,1.27337,-0.21957,999.81565,-100.56964,0.48306,Lindstedvägen 24,0.12471,-1.14150,5472.15574,-89185.33584,True,False,13.57642
493,Sturm,0.81183,0.21868,999.75884,-100.74854,-0.48109,Alfvensalen,0.08140,-1.69665,5476.00341,-89187.01684,True,False,-9.52903
494,Sturm,0.71523,0.15923,999.96545,-100.10584,-0.35031,Östra Station,-1.69052,2.86811,5475.20003,-89184.34693,True,False,-14.25588
495,Sturm,0.00382,1.29678,999.73441,-100.81309,-2.85291,7-11,0.31564,-1.33360,5476.70777,-89186.16171,True,False,-49.94166
496,Conradt,0.71559,0.24844,999.70753,-100.90061,-0.54657,Lindstedvägen 24,2.38094,1.64822,5473.33581,-89185.53884,True,False,-14.36690
Kring jord som sol förlät, skuggorna ruva.
497,Sturm,2.60192,-1.47516,999.76439,-100.72886,3.24534,Biblioteket,0.21885,1.19487,5475.41751,-89183.71201,True,False,79.97827
498,Maki,-0.48395,1.50562,999.91669,-100.26761,-3.31236,Entré,0.44194,0.05551,5473.19057,-89184.12221,True,False,-74.23936
499,Maki,1.95656,-1.03142,999.80208,-100.58835,2.26912,Biblioteket,-1.43858,0.40645,5475.75438,-89184.44746,True,False,47.72891
500,Sturm,0.20330,0.64676,999.98231,-100.05214,-1.42287,Alfvensalen,1.51934,-1.90062,5472.05920,-89186.67440,True,False,-39.84381
501,Sturm,1.93203,-0.90431,999.72375,-100.87342,1.98948,Biblioteket,2.25768,-1.32059,5475.44522,-89185.51862,True,False,46.46342
502,Sturm,2.69666,-1.98943,999.62463,-101.13747,4.37674,Biblioteket,0.75498,0.41353,5473.72243,-89185.43449,True,False,84.64539
503,Sturm,0.57330,0.26108,999.83911,-100.46922,-0.57439,7-11,-0.50843,-0.08313,5476.46609,-89185.32303,True,False,-21.41568
504,Maki,1.75591,-0.92949,999.79642,-100.61974,2.04487,Biblioteket,-0.17793,-0.55981,5474.06027,-89186.01509,True,False,37.69366
505,Maki,2.04304,-1.26993,999.95902,-100.14201,2.79384,Syster och Bro,-0.05655,0.37366,5474.83382,-89185.57836,True,False,52.13164
506,Sturm,1.44816,-0.41278,999.73750,-100.76479,0.90812,Syster och Bro,1.07075,1.27655,5474.98087,-89184.49057,True,False,22.27685
507,Maki,0.87170,0.19641,999.79764,-100.62993,-0.43210,Alfvensalen,-0.39611,-0.33051,5478.44120,-89186.40347,True,False,-6.51599
508,Sturm,1.90432,-0.98295,999.97558,-100.10074,2.16250,Entré,-1.58404,2.19698,5475.97752,-89184.96994,True,False,45.20358
509,Conradt,2.38214,-1.41872,999.74614,-100.77807,3.12118,Biblioteket,0.05901,-0.28830,5476.63594,-89183.95468,True,False,68.97988
510,Sturm,2.45598,-1.39975,999.70485,-100.84803,3.07945,Biblioteket,1.26577,-0.55248,5473.17696,-89186.53168,True,False,72.65167
511,Conradt,1.50026,-0.63611,999.84085,-100.45762,1.39944,Syster och Bro,-0.14714,-0.77903,5475.33399,-89184.91181,True,False,24.93361
512,Conradt,0.10595,0.85154,999.76461,-100.74963,-1.87339,Östra Station,-1.31359,0.91516,5474.45970,-89187.94178,True,False,-44.82014
513,Sturm,1.48531,-0.33248,999.88852,-100.41835,0.73145,Lindstedvägen 24,-0.04564,-2.22214,5472.80206,-89185.47365,True,False,24.20957
514,Sturm,0.24100,0.52927,999.87212,-100.46183,-1.16440,Östra Station,1.20610,0.93254,5474.30557,-89185.63983,True,False,-38.01400
515,Conradt,-0.46894,1.35330,999.86461,-100.42548,-2.97725,Alfvensalen,-1.99637,-0.21410,5474.05349,-89187.14011,True,False,-73.51469
516,Sturm,1.67753,-0.95677,999.66256,-100.99324,2.10489,Biblioteket,-0.15071,-1.27379,5475.39262,-89185.53980,True,False,33.70785
517,Sturm,0.88605,0.25592,999.66261,-101.03838,-0.56301,Entré,-0.61684,1.80760,5473.54639,-89187.13812,True,False,-5.86605
518,Conradt,-0.21628,1.21112,999.81868,-100.52387,-2.66446,7-11,0.71410,-0.15202,5475.05598,-89186.51074,True,False,-60.90446
519,Sturm,0.70282,0.33480,999.97312,-100.08155,-0.73655,7-11,0.56930,-1.18546,5472.90583,-89185.52478,True,False,-14.87237
520,Conradt,-0.95457,2.02430,999.84199,-100.52967,-4.45347,Syster och Bro,0.54389,1.90637,5479.53239,-89188.49555,True,False,-97.80754
521,Sturm,0.81330,0.31476,999.76044,-100.76588,-0.69248,Alfvensalen,0.02536,-0.06012,5473.84331,-89184.81964,True,False,-9.45486
522,Sturm,-0.12265,1.14640,999.64012,-101.10303,-2.52208,7-11,-0.22934,-0.08259,5474.38977,-89186.42667,True,False,-56.31238
523,Conradt,0.95925,0.41862,999.83060,-100.48908,-0.92096,7-11,0.69983,-0.23221,5477.12485,-89188.70134,True,False,-2.12241
524,Maki,-1.79793,2.85635,999.75303,-100.73036,-6.28397,Biblioteket,-0.20588,0.30908,5477.52491,-89186.01584,True,False,-140.01978
525,Sturm,-0.20492,1.08747,999.88116,-100.36455,-2.39244,Alfvensalen,-1.09770,0.30651,5476.01558,-89185.87408,True,False,-60.30532
526,Conradt,0.97294,-0.23946,999.89900,-100.35168,0.52682,Alfvensalen,2.74510,0.26985,5473.87586,-89183.45108,True,False,-1.40355
527,Conradt,-0.21661,1.04911,999.72519,-100.84243,-2.30803,Östra Station,-0.83695,0.95402,5475.13083,-89184.05122,True,False,-60.96769
528,Sturm,1.49173,-0.43854,999.93841,-100.24500,0.96478,Alfvensalen,1.07358,-0.10040,5475.51476,-89187.83464,True,False,24.55573
529,Conradt,1.82575,-0.66763,999.71039,-100.88828,1.46879,Biblioteket,-1.54433,-2.04954,5475.26957,-89184.86979,True,False,41.14258
530,Sturm,1.08969,-0.22213,999.71835,-100.81483,0.48869,Syster och Bro,1.56490,-1.51093,5472.61979,-89185.97612,True,False,4.34349
531,Sturm,1.07096,-0.21348,999.76928,-100.74082,0.46966,Entré,1.72290,-0.35422,5476.48828,-89184.92431,True,False,3.43245
532,Sturm,0.53425,0.43772,999.83858,-100.48449,-0.96297,7-11,2.23333,0.77723,5474.36743,-89186.54882,True,False,-23.36810
533,Conradt,2.18431,-1.17923,999.77916,-100.63734,2.59432,Biblioteket,-0.62068,-1.02687,5476.42236,-89186.46279,True,False,59.10529
534,Sturm,-1.10493,2.07241,999.96820,-100.11634,-4.55931,Biblioteket,1.72893,-0.79418,5474.99215,-89185.92868,True,False,-105.26233
535,Conradt,1.39187,-0.54211,999.83841,-100.50019,1.19264,Entré,0.75769,1.26426,5475.02999,-89183.25260,True,False,19.51292
536,Conradt,1.05488,0.38341,999.77985,-100.65594,-0.84350,7-11,0.85626,1.56807,5474.39337,-89187.20995,True,False,2.63398
537,Sturm,1.72300,-0.62750,999.90863,-100.26895,1.38051,Lindstedvägen 24,1.82642,-1.11984,5472.35540,-89186.01088,True,False,36.10429
538,Conradt,0.30936,0.67344,999.74143,-100.78709,-1.48157,7-11,-1.28118,0.58799,5474.03871,-89184.99404,True,False,-34.66145
539,Maki,1.11436,-0.14282,999.97341,-100.11183,0.31421,7-11,0.68516,-0.08821,5473.20833,-89185.58267,True,False,5.70466
540,Conradt,-0.63307,1.60068,999.86324,-100.40342,-3.52150,Entré,0.14549,0.30361,5476.71909,-89184.05833,True,False,-81.72211
541,Conradt,-0.45602,1.51362,999.76623,-100.70945,-3.32996,Alfvensalen,0.33106,-0.14195,5475.18701,-89183.10021,True,False,-72.91806
542,Conradt,2.09100,-1.19177,999.72740,-100.80427,2.62189,Biblioteket,1.05591,0.21441,5474.36442,-89184.47078,True,False,54.41356
543,Sturm,1.62035,-0.53070,999.90732,-100.36736,1.16755,Lindstedvägen 24,4.10206,-3.12939,5471.46045,-89186.29204,True,False,30.97137
544,Sturm,1.34447,-0.41759,999.87230,-100.40679,0.91870,Lindstedvägen 24,-0.11003,0.34807,5475.70752,-89184.79502,True,False,17.15951
545,Maki,1.25439,-0.17155,999.82838,-100.53633,0.37742,Lindstedvägen 24,-0.69668,-0.31657,5481.56801,-89184.84832,True,False,12.63390
546,Sturm,2.39804,-1.45779,999.92428,-100.22100,3.20713,Biblioteket,0.65791,0.51804,5472.97111,-89185.55839,True,False,69.86420
547,Conradt,0.41263,0.88452,999.77459,-100.67537,-1.94595,Östra Station,-0.71066,-1.48192,5476.00370,-89187.39288,True,False,-29.48143
548,Conradt,2.28654,-1.23330,999.86489,-100.44920,2.71327,Biblioteket,-0.23265,1.93460,5476.72122,-89186.59312,True,False,64.25960
549,Sturm,0.93403,0.09414,999.67092,-100.99396,-0.20712,Entré,-1.76938,2.30003,5473.82123,-89187.22645,True,False,-3.46325
550,Conradt,-0.01940,1.16982,999.72544,-100.86006,-2.57361,Östra Station,-2.21029,0.48735,5475.11029,-89183.10254,True,False,-51.10719
551,Sturm,1.12717,-0.17494,999.79400,-100.59706,0.38487,Lindstedvägen 24,0.75929,0.46106,5474.34823,-89185.54556,True,False,6.25536
552,Sturm,0.69427,0.52300,999.95430,-100.18634,-1.15059,7-11,0.28382,-0.07091,5477.03626,-89184.53351,True,False,-15.30957
553,Maki,0.47090,0.53552,999.74208,-100.78342,-1.17815,7-11,0.47443,-0.57356,5476.22600,-89188.12959,True,False,-26.58403
554,Maki,3.26666,-2.08191,999.90479,-100.29566,4.58020,Biblioteket,0.18525,1.72998,5474.28336,-89185.68219,True,False,113.28557
555,Sturm,1.39692,-0.28101,999.73211,-100.83798,0.61823,Syster och Bro,0.67673,2.65241,5475.00621,-89187.18545,True,False,19.71215
556,Conradt,1.80009,-0.82943,999.77924,-100.70510,1.82475,Biblioteket,0.60416,0.07867,5474.34939,-89184.68345,True,False,39.89389
557,Sturm,0.51462,0.68260,999.73712,-100.79273,-1.50172,7-11,-2.11269,0.43814,5474.30170,-89186.48619,True,False,-24.40063
558,Conradt,1.73861,-0.87951,999.88634,-100.35148,1.93493,Syster och Bro,0.98720,-0.12944,5472.84558,-89186.55372,True,False,36.87358
559,Sturm,0.16778,1.08506,999.87378,-100.38297,-2.38713,Alfvensalen,-0.03886,-0.32268,5474.86770,-89185.62418,True,False,-41.67430
560,Maki,1.20530,-0.23172,999.87990,-100.38770,0.50978,Alfvensalen,-0.40927,0.01513,5477.80951,-89185.78051,True,False,10.20509
