,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
6707,1.33254,-0.31438,999.92486,-100.24409,0.69164,Alfvensalen,0.59008,0.10327,5476.36588,-89187.16812,True,False,16.58933
6708,1.45352,-0.36206,999.83323,-100.56332,0.79653,Entré,0.21950,0.05781,5474.04383,-89184.36152,True,False,22.59255
6709,2.59825,-1.59701,999.81855,-100.53543,3.51343,Biblioteket,-0.05255,-0.23195,5479.11000,-89187.72318,True,False,79.82158
6710,1.19751,-0.34367,999.74013,-100.81379,0.75607,Syster och Bro,0.78080,-0.72321,5473.59477,-89187.59497,True,False,9.74580
6711,0.13156,0.76036,999.72747,-100.79872,-1.67280,7-11,0.03196,0.73566,5477.16945,-89187.15453,True,False,-43.55841
6712,-1.36323,2.34778,999.80157,-100.66096,-5.16512,Syster och Bro,0.60139,0.42443,5472.20459,-89184.08673,True,False,-118.26071
6713,0.44109,0.37129,999.78971,-100.64025,-0.81683,7-11,0.57754,0.12370,5474.89547,-89184.62226,True,False,-28.05077
6714,0.76483,0.11399,999.79309,-100.59641,-0.25078,Alfvensalen,0.96613,-0.57861,5474.25583,-89187.55389,True,False,-11.86182
6715,-0.69611,1.54654,999.85445,-100.42531,-3.40238,Lindstedvägen 24,2.58688,2.53519,5480.40996,-89186.74894,True,False,-84.87845
6716,1.88898,-0.91952,999.83345,-100.50254,2.02295,Biblioteket,1.33796,1.20743,5477.87890,-89183.54422,True,False,44.36566
6717,1.18502,-0.32954,999.77013,-100.69223,0.72499,Syster och Bro,-0.99537,1.07710,5478.14512,-89184.35907,True,False,9.13623
6718,0.69273,0.33320,999.83090,-100.53367,-0.73304,7-11,1.25634,0.72405,5475.04562,-89188.15933,True,False,-15.44809
6719,0.28292,0.69021,999.70303,-100.89736,-1.51846,7-11,-0.99014,-0.03096,5476.98425,-89186.83775,True,False,-36.00227
6720,-0.39500,1.08300,999.88147,-100.38836,-2.38260,Alfvensalen,-1.07685,-0.48849,5479.73784,-89188.84323,True,False,-69.80929
6721,0.01432,1.05314,999.65720,-101.05547,-2.31692,7-11,0.92052,-0.66677,5472.12343,-89186.75729,True,False,-49.45542
6722,1.09410,0.35591,999.94780,-100.17334,-0.78301,Östra Station,0.28216,-0.66724,5476.54529,-89184.69131,True,False,4.67889
6723,3.09816,-2.20561,999.97269,-100.10024,4.85234,Biblioteket,0.21658,0.30638,5475.65456,-89186.85514,True,False,104.89415
6724,1.37637,-0.41688,999.96791,-100.11826,0.91713,Alfvensalen,0.01062,-1.05694,5479.32204,-89184.72858,True,False,18.80237
6725,-0.16145,1.10947,999.67068,-101.00153,-2.44084,7-11,-0.22488,-0.05174,5473.80301,-89186.32874,True,False,-58.23705
6726,3.35796,-2.22123,999.79290,-100.67394,4.88670,Biblioteket,-0.63610,0.72427,5472.96955,-89185.93937,True,False,117.79468
6727,0.97887,0.03240,999.82339,-100.57400,-0.07128,Alfvensalen,1.34054,-1.12854,5479.15145,-89189.93345,True,False,-1.14465
6728,-0.70518,1.92911,999.80688,-100.56332,-4.24403,Entré,0.09729,-0.16821,5474.51089,-89186.31025,True,False,-85.35543
6729,-0.32989,1.23763,999.84216,-100.46470,-2.72279,Alfvensalen,-0.39860,1.67234,5475.57590,-89183.80584,True,False,-66.57321
6730,1.21480,-0.33367,999.88999,-100.31926,0.73408,Alfvensalen,1.05891,-0.28815,5474.81427,-89185.41009,True,False,10.68508
6731,1.35431,-0.29268,999.96524,-100.12191,0.64391,7-11,-0.52953,0.41470,5475.33509,-89186.71345,True,False,17.69813
6732,1.38947,-0.42099,999.76341,-100.70165,0.92618,Syster och Bro,3.22600,-2.79281,5476.81869,-89187.10103,True,False,19.35508
6733,1.48997,-0.44695,999.86613,-100.38769,0.98328,Lindstedvägen 24,0.42722,-0.59092,5474.47737,-89184.22751,True,False,24.43167
6734,1.39570,-0.43414,999.95004,-100.15134,0.95511,Alfvensalen,-0.37555,0.20834,5474.03851,-89184.59613,True,False,19.76015
6735,1.53414,-0.49325,999.86621,-100.44919,1.08514,Entré,0.91708,1.68810,5474.76840,-89185.54341,True,False,26.64030
6736,2.70255,-1.46736,999.82975,-100.51223,3.22819,Biblioteket,-0.95341,-0.41818,5477.24015,-89186.36365,True,False,85.04244
6737,1.55478,-0.58702,999.82649,-100.56225,1.29145,Syster och Bro,-0.39147,-1.52617,5475.57321,-89182.20103,True,False,27.65209
6738,3.01909,-1.86577,999.89508,-100.31992,4.10469,Biblioteket,-1.43133,-0.95735,5477.49479,-89187.72554,True,False,100.90191
6739,0.98525,0.02088,999.82582,-100.55034,-0.04595,Alfvensalen,0.16032,1.90879,5474.02443,-89184.83377,True,False,-0.82451
6740,2.11283,-1.00213,999.75042,-100.74797,2.20469,Biblioteket,-0.28742,1.25085,5475.76523,-89184.21243,True,False,55.51680
6741,0.55350,0.54608,999.90533,-100.28238,-1.20138,Östra Station,-0.09378,2.01960,5475.29590,-89185.53992,True,False,-22.37212
6742,0.99889,-0.18740,999.78174,-100.71822,0.41227,Entré,4.39933,-2.61183,5475.54014,-89187.15924,True,False,-0.16449
6743,2.19159,-1.22546,999.60844,-101.22396,2.69600,Biblioteket,-0.64328,0.30794,5474.35049,-89183.82476,True,False,59.38372
6744,1.35814,-0.29294,999.88221,-100.36212,0.64447,Alfvensalen,-0.05915,-1.33110,5475.83066,-89184.69879,True,False,17.84823
6745,1.14159,-0.01456,999.79047,-100.60930,0.03202,Lindstedvägen 24,-0.13293,1.20344,5473.09775,-89184.38441,True,False,6.97454
6746,0.32143,0.70547,999.70394,-100.87264,-1.55203,7-11,0.59424,0.33763,5474.02680,-89184.53329,True,False,-34.07645
6747,0.12504,0.78934,999.90738,-100.28375,-1.73656,7-11,-0.98590,0.23945,5473.03872,-89187.72295,True,False,-43.79408
6748,1.94334,-0.96857,999.85180,-100.47682,2.13086,Biblioteket,-0.22882,-1.77624,5475.19468,-89184.38730,True,False,47.09300
6749,1.26124,-0.32280,999.89365,-100.35605,0.71017,Alfvensalen,4.51316,-2.24557,5472.03809,-89186.78829,True,False,13.00860
6750,3.34264,-2.44814,999.71676,-100.87463,5.38591,Biblioteket,-0.33739,0.79172,5474.50749,-89184.98138,True,False,116.99050
6751,1.76921,-1.07529,999.74318,-100.79465,2.36563,Biblioteket,-0.43349,1.28239,5474.33641,-89186.80675,True,False,38.33220
6752,2.20619,-1.15886,999.64019,-101.09596,2.54950,Biblioteket,2.57542,0.23861,5476.02335,-89186.20801,True,False,60.12939
6753,0.13214,0.68938,999.90885,-100.30098,-1.51664,7-11,-0.46549,0.16238,5473.40535,-89184.94754,True,False,-43.43877
6754,1.49061,-0.62863,999.90446,-100.29034,1.38298,Lindstedvägen 24,-2.62026,-2.76578,5473.73735,-89186.91619,True,False,24.48252
6755,0.32461,0.75978,999.87379,-100.39435,-1.67152,7-11,0.78950,-0.04843,5475.07169,-89185.79274,True,False,-33.83253
6756,-0.89789,1.76008,999.83340,-100.50951,-3.87217,Entré,-1.77019,-0.42618,5476.96802,-89185.02150,True,False,-94.97771
6757,-0.28162,1.38980,999.79911,-100.57884,-3.05755,Alfvensalen,-1.81224,-2.53153,5474.82940,-89184.70652,True,False,-64.18160
6758,0.54923,0.31340,999.69528,-100.94269,-0.68949,Lindstedvägen 24,0.88771,-1.51011,5478.28756,-89188.75684,True,False,-22.69086
6759,-0.25861,1.10796,999.88527,-100.35532,-2.43751,Alfvensalen,-0.31878,0.40553,5475.13163,-89186.11755,True,False,-62.98789
6760,1.05266,-0.16268,999.99862,-100.00552,0.35790,Östra Station,1.26341,2.87040,5474.16718,-89185.49326,True,False,2.63239
6761,1.66185,-0.48368,999.87325,-100.43656,1.06410,Entré,-0.80613,-0.42906,5475.28519,-89182.85453,True,False,33.02930
6762,0.62296,0.24362,999.75867,-100.75449,-0.53597,Alfvensalen,-0.87800,0.59668,5475.25686,-89185.83520,True,False,-18.97287
6763,0.75617,0.25833,999.78011,-100.72580,-0.56833,Alfvensalen,0.67127,3.08831,5475.03527,-89185.52772,True,False,-12.30152
6764,0.47666,0.39610,999.95526,-100.16060,-0.87142,Östra Station,0.20738,-0.33952,5473.32586,-89186.24882,True,False,-26.18959
6765,1.54794,-0.96152,999.78259,-100.69012,2.11535,Biblioteket,-1.54912,2.21325,5473.01763,-89185.59193,True,False,27.28834
6766,1.42207,-0.21560,999.78853,-100.61978,0.47432,Entré,2.47722,-2.49905,5473.86711,-89184.95700,True,False,20.99796
6767,0.42058,0.68399,999.64246,-101.11134,-1.50478,Alfvensalen,-0.38771,0.26388,5475.04349,-89188.12013,True,False,-29.15001
6768,1.91387,-1.08878,999.87791,-100.36146,2.39531,Biblioteket,-2.08636,1.97232,5475.97810,-89185.51808,True,False,45.63227
6769,-0.52481,1.76515,999.78129,-100.66108,-3.88333,Lindstedvägen 24,-0.82095,0.65904,5478.50415,-89188.70220,True,False,-76.34995
6770,-0.93640,1.84197,999.88614,-100.36650,-4.05233,Syster och Bro,-0.43046,-0.84570,5472.78297,-89185.85139,True,False,-96.87672
6771,0.79676,0.28157,999.94784,-100.19065,-0.61945,Östra Station,1.14541,-0.32884,5473.78620,-89186.02789,True,False,-10.18822
6772,-0.16031,1.02785,999.88897,-100.38846,-2.26127,Alfvensalen,-1.65179,0.97978,5473.91573,-89186.36029,True,False,-58.07126
6773,0.04350,0.92061,999.98250,-100.07402,-2.02535,Alfvensalen,-2.18966,1.88462,5475.42959,-89187.55833,True,False,-47.83379
6774,2.79405,-1.57240,999.91651,-100.24616,3.45928,Biblioteket,-1.32634,-0.33143,5473.46249,-89186.84186,True,False,89.66100
6775,0.70031,0.06341,999.87723,-100.40848,-0.13950,7-11,-1.03222,0.04185,5473.23234,-89186.28077,True,False,-15.04590
6776,0.51220,0.27362,999.73421,-100.76395,-0.60197,Alfvensalen,0.75520,-1.80821,5478.98751,-89187.98211,True,False,-24.52281
6777,1.77622,-0.79930,999.82727,-100.53997,1.75846,Syster och Bro,-1.21664,-1.22661,5473.90841,-89188.79841,True,False,38.72448
6778,1.44464,-0.47197,999.69173,-100.95252,1.03833,Biblioteket,-0.85569,1.38772,5476.09834,-89184.35079,True,False,22.07769
6779,0.93972,0.08988,999.71561,-100.85773,-0.19774,Entré,-1.31319,-0.26325,5477.47216,-89189.24222,True,False,-3.15624
6780,0.65493,0.46841,999.87513,-100.41159,-1.03050,Östra Station,0.75237,-3.50210,5475.27978,-89185.55697,True,False,-17.31573
6781,3.12511,-2.17131,999.85701,-100.48593,4.77687,Biblioteket,0.05529,-0.09618,5473.42936,-89184.76850,True,False,106.18381
6782,-0.11861,1.16408,999.82797,-100.54117,-2.56097,7-11,-1.29066,-0.15342,5479.16241,-89185.25151,True,False,-56.01672
6783,0.80226,0.47542,999.89185,-100.33627,-1.04592,Östra Station,0.42620,0.07308,5474.79866,-89185.77946,True,False,-9.94126
6784,0.89229,0.33011,999.95301,-100.19624,-0.72624,Östra Station,-0.64732,2.29078,5476.13859,-89185.70581,True,False,-5.40909
6785,-1.16909,2.31420,999.87701,-100.44220,-5.09123,Biblioteket,1.49241,-2.46579,5474.22331,-89186.74060,True,False,-108.51599
6786,1.20344,-0.22362,999.91665,-100.26629,0.49197,Alfvensalen,1.39201,-0.68125,5473.37391,-89184.65147,True,False,10.13047
6787,0.10499,0.92677,999.75258,-100.74747,-2.03889,Östra Station,-0.13734,-2.73889,5474.20093,-89185.03351,True,False,-44.87416
6788,0.70740,0.22453,999.97806,-100.10116,-0.49396,Östra Station,0.88447,2.00111,5475.38610,-89186.56788,True,False,-14.64104
6789,1.44420,-0.52200,999.93826,-100.20895,1.14841,Alfvensalen,-0.81479,-1.01876,5477.36452,-89184.31245,True,False,22.17934
6790,0.89474,-0.06510,999.70872,-100.88100,0.14322,Entré,0.21845,1.85004,5476.12053,-89178.77456,True,False,-5.40861
6791,2.42750,-1.28010,999.76167,-100.71667,2.81621,Biblioteket,-0.85890,-1.38770,5474.50720,-89182.42897,True,False,71.25569
6792,1.27380,-0.03273,999.81272,-100.59782,0.07200,Alfvensalen,-1.65141,0.44372,5475.76218,-89183.40157,True,False,13.59617
6793,0.03594,0.80635,999.73109,-100.81589,-1.77396,7-11,0.21215,0.90050,5476.62078,-89187.61786,True,False,-48.33763
6794,0.77425,0.11311,999.85920,-100.45923,-0.24884,7-11,-0.67697,-0.70727,5474.81158,-89185.54004,True,False,-11.35793
6795,1.97912,-0.94307,999.87774,-100.39023,2.07475,Syster och Bro,0.04474,-0.09048,5478.51853,-89186.67761,True,False,48.89507
6796,1.00458,0.05048,999.98011,-100.08005,-0.11105,Östra Station,0.68051,-0.75615,5474.76561,-89184.13200,True,False,0.21895
6797,0.80002,0.19195,999.78558,-100.66002,-0.42230,Alfvensalen,-0.39997,0.47691,5475.25154,-89183.79542,True,False,-10.10643
6798,-0.54575,1.23806,999.88642,-100.39697,-2.72374,Alfvensalen,0.91410,-0.98609,5474.81101,-89186.71494,True,False,-77.34433
6799,0.80756,0.20527,999.74388,-100.77509,-0.45159,Alfvensalen,-0.16890,0.17332,5477.39743,-89183.78842,True,False,-9.74989
6800,0.13748,0.76547,999.80618,-100.63534,-1.68403,Östra Station,0.49521,-1.79829,5473.31379,-89188.54059,True,False,-43.22280
6801,1.58341,-0.36557,999.84457,-100.48171,0.80426,Lindstedvägen 24,0.69477,-0.53064,5478.44749,-89185.34422,True,False,29.09272
6802,-0.07099,1.03096,999.76735,-100.71351,-2.26812,Östra Station,0.15575,-0.17443,5475.17974,-89186.35319,True,False,-53.66576
6803,1.01152,0.13027,999.86960,-100.40782,-0.28659,7-11,0.06266,1.00908,5476.01998,-89184.37069,True,False,0.51083
6804,0.85892,-0.06208,999.70819,-100.88256,0.13659,Entré,-0.09959,0.25054,5475.35947,-89185.15722,True,False,-7.19972
6805,0.69785,0.12372,999.83634,-100.53298,-0.27218,Alfvensalen,1.41599,2.47172,5472.70624,-89185.15000,True,False,-15.18955
6806,0.01888,1.17571,999.83902,-100.48457,-2.58656,Alfvensalen,0.76735,0.18882,5475.06242,-89186.74470,True,False,-49.13644
6807,3.00787,-2.08768,999.79848,-100.60016,4.59289,Biblioteket,0.29773,-0.00728,5474.64883,-89185.78622,True,False,100.29259
6808,2.08557,-1.08381,999.78490,-100.69892,2.38437,Biblioteket,1.54244,-0.67361,5473.93921,-89184.32381,True,False,54.17097
6809,2.39273,-1.47732,999.78039,-100.67511,3.25011,Biblioteket,-0.65760,-1.32379,5478.53372,-89186.55170,True,False,69.52677
6810,0.08920,1.04148,999.80699,-100.64476,-2.29125,Östra Station,1.39840,-0.80843,5473.70814,-89185.37722,True,False,-45.63664
6811,2.27313,-1.19235,999.64651,-101.08912,2.62317,Biblioteket,-2.06664,2.18503,5474.25391,-89186.60854,True,False,63.47981
6812,2.29939,-1.33067,999.90950,-100.28885,2.92748,Biblioteket,0.62249,-0.18137,5477.57300,-89184.56348,True,False,64.92418
6813,0.01156,0.95230,999.78816,-100.67401,-2.09505,Östra Station,1.78549,-1.18422,5474.23468,-89187.20524,True,False,-49.52790
6814,0.68169,0.04677,999.74597,-100.80596,-0.10290,Lindstedvägen 24,-0.34354,-0.64151,5474.06177,-89185.59565,True,False,-16.04249
6815,0.63847,0.24310,999.81923,-100.59142,-0.53481,Alfvensalen,0.11210,0.48526,5473.79780,-89185.17934,True,False,-18.16707
6816,1.07185,-0.15374,999.66790,-100.96497,0.33822,Syster och Bro,1.63320,-1.65264,5473.65609,-89185.84828,True,False,3.42666
6817,1.73171,-0.79803,999.91297,-100.34172,1.75567,Entré,1.53402,0.07600,5473.93494,-89187.31431,True,False,36.54216
6818,0.57095,0.36127,999.71366,-100.91817,-0.79480,Lindstedvägen 24,-0.27657,-0.90059,5473.42281,-89188.00077,True,False,-21.59555
6819,1.42173,-0.82035,999.78907,-100.62479,1.80477,Biblioteket,-0.07351,-0.77373,5477.37952,-89188.30249,True,False,20.98123
6820,2.41790,-1.51368,999.93830,-100.20458,3.33009,Biblioteket,-0.35237,-0.06291,5474.36314,-89186.74421,True,False,70.86432
6821,1.07707,0.13510,999.76629,-100.69746,-0.29721,Alfvensalen,0.05613,1.79575,5475.82489,-89186.87532,True,False,3.73656
6822,0.84595,0.24908,999.77105,-100.67332,-0.54798,Alfvensalen,-0.20568,-0.59371,5474.34099,-89184.20645,True,False,-7.81703
6823,-0.40757,1.32750,999.83909,-100.50028,-2.92051,Alfvensalen,-0.44858,1.32262,5476.32834,-89185.46213,True,False,-70.45887
6824,0.15680,0.96193,999.80939,-100.56338,-2.11625,Östra Station,-3.50592,0.48267,5474.10148,-89183.72246,True,False,-42.25506
6825,1.29352,-0.26228,999.63401,-101.10717,0.57701,Biblioteket,-3.26358,0.70001,5473.52665,-89185.25292,True,False,14.49322
6826,2.12730,-1.21892,999.85869,-100.42891,2.68163,Biblioteket,-0.73051,-1.61743,5476.43367,-89186.82454,True,False,56.29446
6827,0.93685,0.02784,999.80753,-100.57274,-0.06125,Alfvensalen,1.41387,0.47305,5479.72375,-89187.60570,True,False,-3.25363
6828,1.09254,0.06647,999.88365,-100.35257,-0.14622,7-11,-0.51490,-0.51736,5474.25362,-89186.96630,True,False,4.56892
6829,2.35621,-1.22812,999.68566,-100.91317,2.70185,Biblioteket,2.48444,-0.57292,5472.95961,-89185.06975,True,False,67.65316
6830,1.17751,0.17637,999.84455,-100.50208,-0.38801,7-11,0.73083,2.25775,5473.68480,-89185.53400,True,False,8.79773
6831,0.19033,0.93685,999.91799,-100.31141,-2.06106,Alfvensalen,-0.28979,-0.00516,5476.19443,-89185.65255,True,False,-40.52430
6832,2.36534,-1.39994,999.76145,-100.77245,3.07987,Biblioteket,0.44077,0.17707,5474.86673,-89184.92662,True,False,68.14778
6833,0.20814,0.78100,999.71016,-100.87285,-1.71820,7-11,-2.61625,0.50926,5474.43350,-89187.07892,True,False,-39.73771
6834,0.32801,0.70413,999.76169,-100.71728,-1.54908,7-11,0.25451,0.37458,5479.88405,-89185.29327,True,False,-33.71863
6835,0.40230,0.52839,999.82996,-100.55671,-1.16246,Östra Station,0.96987,0.05947,5474.59003,-89184.22863,True,False,-29.96979
6836,1.83645,-0.91392,999.79852,-100.62840,2.01063,Biblioteket,1.20801,-0.83649,5473.34747,-89184.37359,True,False,41.72191
6837,1.27865,-0.28617,999.92799,-100.28969,0.62958,Alfvensalen,-0.27241,1.20453,5475.15452,-89186.68413,True,False,13.89652
6838,1.43005,-0.41178,999.78535,-100.65674,0.90591,Syster och Bro,-0.49890,0.11220,5475.50241,-89185.27252,True,False,21.39522
6839,1.60476,-0.59428,999.76718,-100.69580,1.30741,Syster och Bro,-0.51659,-0.34116,5473.63020,-89185.00714,True,False,30.12154
6840,1.31927,-0.41536,999.68870,-100.96986,0.91378,Biblioteket,0.67778,-0.86095,5472.14781,-89187.46160,True,False,15.80801
6841,0.40671,0.43799,999.91067,-100.29244,-0.96359,Östra Station,0.25275,0.88404,5473.72387,-89186.12180,True,False,-29.70924
6842,1.26195,-0.26195,999.78077,-100.72292,0.57629,Entré,1.58570,-2.62286,5472.14242,-89183.97491,True,False,12.98809
6843,0.45368,0.62118,999.73129,-100.82531,-1.36659,7-11,0.47845,0.48335,5473.68420,-89184.24565,True,False,-27.45023
6844,0.64714,0.43818,999.84381,-100.52775,-0.96400,7-11,-2.55310,1.12001,5471.61730,-89184.14666,True,False,-17.72125
6845,1.67012,-0.47041,999.94652,-100.25632,1.03491,Alfvensalen,0.77421,-1.03755,5470.09095,-89185.43795,True,False,33.47909
6846,0.47926,0.62139,999.82015,-100.56551,-1.36707,Östra Station,-0.36607,1.11393,5475.21065,-89185.59923,True,False,-26.12680
6847,0.13389,0.92376,999.98811,-100.05725,-2.03227,Lindstedvägen 24,0.26160,0.70226,5473.92273,-89185.65072,True,False,-43.31137
6848,0.86943,0.14352,999.93880,-100.23409,-0.31575,Östra Station,-3.41074,0.52658,5473.28532,-89185.51806,True,False,-6.55928
6849,0.78195,0.36448,999.87840,-100.39837,-0.80186,Östra Station,1.40303,-0.75549,5478.52643,-89186.59076,True,False,-10.96325
6850,0.79012,0.20085,999.75457,-100.78771,-0.44187,Lindstedvägen 24,0.68827,-0.44454,5474.18152,-89186.29457,True,False,-10.61690
6851,0.36578,0.71546,999.94059,-100.20610,-1.57401,7-11,0.03460,-0.58419,5474.82699,-89186.07973,True,False,-31.74062
6852,1.33559,-0.08383,999.73406,-100.76915,0.18442,Entré,0.30052,-0.55446,5475.52529,-89184.91726,True,False,16.64676
6853,-0.12904,1.10444,999.74519,-100.82372,-2.42976,Östra Station,-0.28151,-0.49226,5474.42527,-89187.08216,True,False,-56.57936
6854,-0.06036,0.88090,999.75940,-100.73600,-1.93797,Östra Station,-0.54041,-0.34842,5478.23119,-89188.04686,True,False,-53.13826
6855,0.44157,0.66118,999.80477,-100.60344,-1.45460,Östra Station,0.92459,1.65129,5475.65203,-89184.96345,True,False,-28.01926
6856,-1.44344,2.53152,999.89197,-100.34896,-5.56934,Biblioteket,-1.70274,-0.08650,5470.26106,-89184.96801,True,False,-122.22581
6857,1.23814,-0.12218,999.83946,-100.51046,0.26880,Alfvensalen,0.20525,0.18765,5473.61952,-89186.08995,True,False,11.82654
6858,0.18933,0.78357,999.92405,-100.25994,-1.72384,7-11,1.35156,1.61554,5475.45450,-89184.40234,True,False,-40.57148
6859,0.86879,-0.00834,999.69427,-100.95961,0.01834,Syster och Bro,-0.94037,-0.76950,5476.15113,-89187.57156,True,False,-6.71358
6860,2.17090,-1.08125,999.90614,-100.28196,2.37876,Syster och Bro,-1.26950,-1.12656,5473.67252,-89185.26368,True,False,58.49790
6861,-0.01034,1.13606,999.77004,-100.71244,-2.49932,Östra Station,-0.98235,1.70578,5474.98532,-89185.47781,True,False,-50.63203
6862,0.77294,0.34480,999.77544,-100.68258,-0.75857,Alfvensalen,1.08390,1.15052,5476.06997,-89184.81909,True,False,-11.46553
6863,0.67267,0.42703,999.71840,-100.87512,-0.93947,Alfvensalen,-0.06032,-2.00365,5474.27082,-89187.46823,True,False,-16.50714
6864,-0.65388,1.62603,999.79616,-100.62350,-3.57726,Alfvensalen,-0.52790,1.15380,5475.43145,-89186.41281,True,False,-82.79602
6865,0.28706,0.74148,999.75544,-100.76605,-1.63125,7-11,-1.90551,-2.25749,5474.57710,-89186.20308,True,False,-35.76941
6866,1.06425,-0.00263,999.90520,-100.30135,0.00579,7-11,0.23181,0.16335,5477.84522,-89187.70189,True,False,3.16530
6867,1.01834,0.21600,999.82581,-100.56436,-0.47521,Alfvensalen,-0.68341,-0.10127,5474.32689,-89184.54040,True,False,0.82972
6868,-0.08000,1.01192,999.82531,-100.54944,-2.22622,7-11,0.45696,-1.85073,5474.86202,-89184.13009,True,False,-54.08751
6869,2.59499,-1.71387,999.77370,-100.65448,3.77052,Biblioteket,0.36002,-0.00484,5479.00133,-89188.85030,True,False,79.63653
6870,0.03425,1.03455,999.83594,-100.51166,-2.27601,7-11,0.35416,-0.16795,5474.10671,-89185.42333,True,False,-48.36969
6871,1.45277,-0.22901,999.89872,-100.38373,0.50383,Alfvensalen,-0.57303,0.88363,5474.36851,-89187.55847,True,False,22.58772
6872,1.77030,-0.73727,999.80018,-100.63651,1.62200,Biblioteket,0.97106,1.45982,5474.30154,-89184.68226,True,False,38.41488
6873,-0.37496,1.31475,999.74867,-100.78903,-2.89245,7-11,1.54919,1.36795,5476.96899,-89188.55334,True,False,-68.87376
6874,0.31213,0.81931,999.75250,-100.75927,-1.80248,Östra Station,0.34864,-1.65139,5475.31635,-89182.53372,True,False,-34.51728
6875,0.26392,0.75433,999.67576,-100.93893,-1.65953,7-11,-0.01763,0.31634,5475.30128,-89186.35353,True,False,-36.96595
6876,-1.29019,2.21758,999.89168,-100.39941,-4.87868,Biblioteket,0.46948,-1.12688,5475.32329,-89185.29231,True,False,-114.56366
6877,0.87871,0.17686,999.89076,-100.38310,-0.38910,7-11,-1.13213,0.23658,5474.22611,-89185.66923,True,False,-6.11912
6878,1.44932,-0.53201,999.70246,-100.90849,1.17042,Biblioteket,0.15061,-1.46179,5473.07943,-89187.05862,True,False,22.31718
6879,0.95943,-0.10365,999.72975,-100.85256,0.22802,Entré,-0.42765,0.90019,5473.02051,-89187.24305,True,False,-2.16341
6880,2.51956,-1.28847,999.87086,-100.39007,2.83463,Biblioteket,1.11008,0.53509,5470.30377,-89185.23997,True,False,75.91365
6881,1.65258,-0.79958,999.86092,-100.45029,1.75908,Syster och Bro,0.40072,0.86454,5475.21820,-89184.59592,True,False,32.55951
6882,2.57607,-1.46445,999.77126,-100.69069,3.22180,Biblioteket,-0.53623,-0.25498,5479.15851,-89187.75632,True,False,78.68902
6883,1.53283,-0.29194,999.79150,-100.65605,0.64227,Entré,-1.92991,0.72834,5474.41350,-89183.94234,True,False,26.53712
6884,1.58929,-0.68289,999.78497,-100.62958,1.50235,Syster och Bro,1.56363,0.89156,5478.75183,-89189.54081,True,False,29.35697
6885,-0.54712,1.19278,999.92450,-100.25931,-2.62413,Lindstedvägen 24,-0.39111,-0.96434,5475.55129,-89185.51918,True,False,-77.39375
6886,2.58079,-1.49686,999.89423,-100.32527,3.29308,Biblioteket,-1.00055,-1.15215,5476.28432,-89185.45881,True,False,78.98644
6887,-1.12510,2.05723,999.88934,-100.36456,-4.52591,Biblioteket,1.30027,0.16386,5473.81806,-89183.72831,True,False,-106.31018
6888,1.24668,-0.24776,999.78716,-100.64424,0.54508,Entré,-0.07610,2.44332,5478.39228,-89188.22815,True,False,12.22753
6889,1.97481,-1.07201,999.74473,-100.75544,2.35842,Biblioteket,1.38350,-1.53971,5476.54375,-89185.56950,True,False,48.61284
6890,0.19640,0.86099,999.81983,-100.52752,-1.89418,Östra Station,-0.60022,-1.60201,5473.75436,-89185.45453,True,False,-40.27030
6891,1.29743,-0.37041,999.68016,-100.98116,0.81491,Biblioteket,1.73524,0.77265,5473.95891,-89184.02931,True,False,14.71172
6892,0.97760,-0.16062,999.75365,-100.72865,0.35337,Entré,-0.65834,0.18120,5478.81917,-89186.39440,True,False,-1.24314
6893,0.23842,1.05321,999.66340,-100.99203,-2.31705,7-11,-0.90650,-1.01430,5474.78482,-89185.54201,True,False,-38.24755
6894,1.40173,-0.32850,999.69748,-100.94523,0.72271,Biblioteket,1.39633,-2.56797,5471.80836,-89186.88545,True,False,19.93506
6895,1.35336,-0.52693,999.65821,-101.00442,1.15926,Biblioteket,2.28971,-2.46142,5475.30827,-89186.62665,True,False,17.49704
6896,0.26858,0.67046,999.80358,-100.60615,-1.47501,Östra Station,1.42800,-0.26186,5474.14176,-89183.20568,True,False,-36.66906
6897,1.17356,-0.07480,999.78208,-100.62947,0.16457,Lindstedvägen 24,1.46169,0.31988,5479.40368,-89187.67249,True,False,8.56886
6898,2.34825,-1.25199,999.88820,-100.35378,2.75437,Biblioteket,-0.57774,-0.14381,5474.70437,-89186.36255,True,False,67.35649
6899,1.19052,-0.27100,999.96075,-100.18823,0.59621,7-11,0.25699,-1.60054,5475.30163,-89184.50046,True,False,9.50660
6900,1.26829,-0.40924,999.85065,-100.45656,0.90033,Lindstedvägen 24,-1.44016,-0.13871,5474.86867,-89180.47962,True,False,13.33983
6901,-0.18148,1.15090,999.84637,-100.46904,-2.53197,Alfvensalen,1.60500,0.46095,5472.28458,-89185.11456,True,False,-59.15072
6902,2.17911,-1.02513,999.89289,-100.34848,2.25528,Syster och Bro,-0.88317,-0.02554,5474.22777,-89185.36090,True,False,58.90217
6903,2.93692,-1.89117,999.65248,-101.01994,4.16057,Biblioteket,-1.42903,2.79978,5473.44723,-89187.11672,True,False,96.67207
6904,0.99955,-0.16305,999.74197,-100.74354,0.35871,Entré,-0.47226,-0.54330,5473.78146,-89184.04461,True,False,-0.15159
